"UID","Title","Service","Type","Date Initiated","Date Resolved","Action Taken",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5852"", ""5852"")","Question about reoccurring Alert for Return to Clinic Order","","12. Other Request or Inquiry","6/29/2023","8/25/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5851"", ""5851"")","VA-TISSUE PRODUCTS TEMPLATE (Reminder Dialogs Template) (Clinical Reminder Update_2_0_350)","","15. **FOR CAC USE ONLY**","6/29/2023","7/18/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5850"", ""5850"")","VA-REACH VET UPDATES-(Clinical Reminder Update_2_0_310)","","15. **FOR CAC USE ONLY**","6/29/2023","6/30/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5849"", ""5849"")","Update IFC Template text","","15. **FOR CAC USE ONLY**","6/29/2023","6/29/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5848"", ""5848"")","Remove alerts - CC","","16. **CAC USE ONLY, TESTING PURPOSES***","6/29/2023","6/29/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5846"", ""5846"")","Uber Health consults","","12. Other Request or Inquiry","6/28/2023","7/5/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5845"", ""5845"")","Add consult access - Atkinson","","16. **CAC USE ONLY, TESTING PURPOSES***","6/28/2023","6/29/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5844"", ""5844"")","STORM Opioid Naïve/New Start CROC","Pharmacy Service","01. Clinical Reminder - Troubleshooting/Questions","6/28/2023","8/22/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5843"", ""5843"")","New clinical template request for surgical marking","","08. Note - New Title","6/28/2023","7/5/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5842"", ""5842"")","Add access for Outpatient Dietitian consults stockton, modesto and sonora","","16. **CAC USE ONLY, TESTING PURPOSES***","6/28/2023","6/28/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5841"", ""5841"")","Priti Amin attaching note issue","","12. Other Request or Inquiry","6/28/2023","6/28/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5840"", ""5840"")","Please provide Danielle Thornton RN access to VISTA emails for positive pregnancy alerts.","","12. Other Request or Inquiry","6/28/2023","6/28/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5839"", ""5839"")","Add Women Veterans PSA to WVP Consults to Schedule","","16. **CAC USE ONLY, TESTING PURPOSES***","6/28/2023","6/28/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5838"", ""5838"")","New Note to Close Consult_Lactation Group Consult Note","Womens Health","08. Note - New Title","6/28/2023","6/28/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5837"", ""5837"")","Remove CSP Alerts","","16. **CAC USE ONLY, TESTING PURPOSES***","6/28/2023","6/28/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5836"", ""5836"")","removed alerts from LT","","16. **CAC USE ONLY, TESTING PURPOSES***","6/28/2023","6/28/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5835"", ""5835"")","Ermina Fandino needs access to NSAC DENTAL ALL PROVIDERS ACCESS","","16. **CAC USE ONLY, TESTING PURPOSES***","6/27/2023","6/27/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5833"", ""5833"")","access to CT All CC all CLN ADM","","12. Other Request or Inquiry","6/27/2023","6/27/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5832"", ""5832"")","can't place consult in CPRS","","12. Other Request or Inquiry","6/27/2023","6/27/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5831"", ""5831"")","V21 CRH PULMONARY IFC RESTRICTION","","12. Other Request or Inquiry","6/27/2023","6/27/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5829"", ""5829"")","Neurosurgery SLA-addition to DGMC Neurosurgery consult template","","12. Other Request or Inquiry","6/27/2023","6/27/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5828"", ""5828"")","Standardized Suffixes for Mental Health Residential Rehabilitation Treatment Program (MH RRTP) Cons","","15. **FOR CAC USE ONLY**","6/27/2023","8/2/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5827"", ""5827"")","ADD PALO ALTO AS A SENDING FACILITY FOR SAC CI CONSULTS","","03. Consult Service - Change","6/27/2023","6/27/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5826"", ""5826"")","Access to consult for Dr. Melvin","","16. **CAC USE ONLY, TESTING PURPOSES***","6/27/2023","6/27/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5825"", ""5825"")","Notification alert for Mammogram results","","15. **FOR CAC USE ONLY**","6/27/2023","6/27/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5824"", ""5824"")","Please add Reason for Request to consult template and make it mandatory","","05. Consult Service - Template","6/27/2023","6/28/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5823"", ""5823"")","Please add Reason for Request to consult template and make it mandatory","","05. Consult Service - Template","6/27/2023","6/28/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5822"", ""5822"")","V21 Anticoagulation Reversal Order Menus","","15. **FOR CAC USE ONLY**","6/27/2023","8/9/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5821"", ""5821"")","Please provide view alerts to the Plastic SAC consults for Dr. Thomas Whetzel","","16. **CAC USE ONLY, TESTING PURPOSES***","6/27/2023","6/27/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5820"", ""5820"")","Kyndal Marrison Consult Access","","16. **CAC USE ONLY, TESTING PURPOSES***","6/27/2023","6/28/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5819"", ""5819"")","Consult Templates needing Reason for Request to be mandated","","05. Consult Service - Template","6/27/2023","6/28/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5818"", ""5818"")","Alicia Barrens Consult Access","","16. **CAC USE ONLY, TESTING PURPOSES***","6/27/2023","6/27/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5817"", ""5817"")","Consult access for Danielle Spangler","","16. **CAC USE ONLY, TESTING PURPOSES***","6/27/2023","6/27/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5816"", ""5816"")","Access to V21 CRH consults","","16. **CAC USE ONLY, TESTING PURPOSES***","6/27/2023","6/27/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5815"", ""5815"")","Provider Access","","12. Other Request or Inquiry","6/27/2023","6/27/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5814"", ""5814"")","Access to place CRH referral to VA Palo Alto. Getting error message that not authorized.","","12. Other Request or Inquiry","6/27/2023","6/27/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5813"", ""5813"")","stated no show and Veteran came to appt, need to be able to do note","","12. Other Request or Inquiry","6/27/2023","6/27/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5811"", ""5811"")","remove alerts for CSP staff","","16. **CAC USE ONLY, TESTING PURPOSES***","6/27/2023","6/27/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5810"", ""5810"")","6/27/23 CONSULT ACCESS - TBI-PHYSIATRY OUTPT","","16. **CAC USE ONLY, TESTING PURPOSES***","6/27/2023","6/27/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5809"", ""5809"")","Edit to Cath Lab Pre-Cath H&P Note","","09. Note - Template Request","6/26/2023","6/27/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5808"", ""5808"")","PCT Consult list","","16. **CAC USE ONLY, TESTING PURPOSES***","6/26/2023","6/26/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5807"", ""5807"")","PT Consult access","","16. **CAC USE ONLY, TESTING PURPOSES***","6/26/2023","6/26/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5806"", ""5806"")","Admin Access for Dr. Sharma","","16. **CAC USE ONLY, TESTING PURPOSES***","6/26/2023","6/26/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5805"", ""5805"")","consult access for Dr Lai","","16. **CAC USE ONLY, TESTING PURPOSES***","6/26/2023","6/29/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5804"", ""5804"")","V21 CCC Patient Contact Note - time sensitive","","08. Note - New Title","6/26/2023","6/26/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5803"", ""5803"")","H/HHA Consult - 6/2023","","05. Consult Service - Template","6/26/2023","6/30/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5802"", ""5802"")","Duron, Jessica RN to be added to PICC Teams alerts","","16. **CAC USE ONLY, TESTING PURPOSES***","6/26/2023","6/26/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5801"", ""5801"")","Donna Vallee, RN to be added to Teams: Ct Picc ln Mtz All Flds","","16. **CAC USE ONLY, TESTING PURPOSES***","6/26/2023","6/26/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5800"", ""5800"")","Consult access for Faith Walker","","16. **CAC USE ONLY, TESTING PURPOSES***","6/26/2023","6/26/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5799"", ""5799"")","Alefiyah Pishori remove consult access","","16. **CAC USE ONLY, TESTING PURPOSES***","6/26/2023","6/26/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5798"", ""5798"")","Add consult rights to Arlene Briones","","16. **CAC USE ONLY, TESTING PURPOSES***","6/26/2023","6/27/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5797"", ""5797"")","CC Order template allows bypass of mandate requirement","Care in the Community","06. CPRS Menu, Order, or Order Set - Change","6/25/2023","7/7/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5795"", ""5795"")","Consult Template Change","","05. Consult Service - Template","6/23/2023","6/30/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5794"", ""5794"")","Enable Access to HT L2 consults for Brenda Gainey","","16. **CAC USE ONLY, TESTING PURPOSES***","6/23/2023","6/28/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5793"", ""5793"")","MH Individual Psychotherapy Consult Note Modifications","","09. Note - Template Request","6/23/2023","6/30/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5792"", ""5792"")","Alefiyah Pishori FF/MI consult removal","","16. **CAC USE ONLY, TESTING PURPOSES***","6/23/2023","6/28/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5790"", ""5790"")","MH Individual Psychotherapy note","","09. Note - Template Request","6/23/2023","6/30/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5789"", ""5789"")","Question about Group Notes functionality","","12. Other Request or Inquiry","6/23/2023","6/23/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5788"", ""5788"")","Stockton/ FF PT Consult access","","16. **CAC USE ONLY, TESTING PURPOSES***","6/23/2023","6/27/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5787"", ""5787"")","GI Endoscopy Medication Orders","","06. CPRS Menu, Order, or Order Set - Change","6/23/2023","10/31/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5786"", ""5786"")","Restore scanning menu","","12. Other Request or Inquiry","6/23/2023","6/23/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5785"", ""5785"")","Need clinic alerts for COM CARE-DOD HEMATOLOGY ONCOLOGY","","16. **CAC USE ONLY, TESTING PURPOSES***","6/22/2023","6/23/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5784"", ""5784"")","CT appointment letter","","08. Note - New Title","6/22/2023","6/22/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5783"", ""5783"")","Ultrasound appointment letter","","08. Note - New Title","6/22/2023","6/22/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5782"", ""5782"")","Vista Person Class - how to delete","","12. Other Request or Inquiry","6/22/2023","6/22/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5781"", ""5781"")","Add a group clinic to CPRS Group Notes/Encounters","","12. Other Request or Inquiry","6/22/2023","6/23/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5780"", ""5780"")","Respite- Prereq.","","05. Consult Service - Template","6/22/2023","6/22/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5779"", ""5779"")","Activate Imaging IFC-MTZ-Mather","","03. Consult Service - Change","6/22/2023","6/22/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5778"", ""5778"")","ADHC Consult- Prereq.","","05. Consult Service - Template","6/22/2023","6/22/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5777"", ""5777"")","Unable to submit consults in CPRS","","04. Consult Service - New","6/22/2023","6/22/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5776"", ""5776"")","6.22.23 ADD Alerts-Graun-RDG-MED PROVIDER TRANSFER REQUEST","","16. **CAC USE ONLY, TESTING PURPOSES***","6/22/2023","6/26/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5774"", ""5774"")","Creation of new Note: CCRT Coordination Review Team Note","","09. Note - Template Request","6/22/2023","7/3/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5772"", ""5772"")","Local HF addition","","09. Note - Template Request","6/22/2023","7/5/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5766"", ""5766"")","access to consult STN","","16. **CAC USE ONLY, TESTING PURPOSES***","6/22/2023","6/22/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5760"", ""5760"")","unable to sign cprs notes","","12. Other Request or Inquiry","6/22/2023","6/22/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5758"", ""5758"")","add access","","16. **CAC USE ONLY, TESTING PURPOSES***","6/22/2023","6/22/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5756"", ""5756"")","VA-CSP TELEMENTAL HEALTH INTAKE NOTE (Reminder Dialogs Template) (Clinical Reminder Update_2_0_369)","","15. **FOR CAC USE ONLY**","6/22/2023","6/30/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5754"", ""5754"")","Add/Subtract address/phone number for Ultrasound Gui's","","12. Other Request or Inquiry","6/21/2023","6/21/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5753"", ""5753"")","SCtrac Consult","","04. Consult Service - New","6/21/2023","7/31/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5752"", ""5752"")","addition of Mandatory RFR General surgery consults all locations","","12. Other Request or Inquiry","6/21/2023","6/21/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5751"", ""5751"")","Requesting to Add Prerequisite- RESPITE/ADHC","","05. Consult Service - Template","6/21/2023","6/21/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5750"", ""5750"")","Consult Service - Thao, Linda","","16. **CAC USE ONLY, TESTING PURPOSES***","6/21/2023","6/21/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5749"", ""5749"")","addition of Reason for Request in consult templates","","05. Consult Service - Template","6/21/2023","6/21/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5748"", ""5748"")","GI order for go-lyte order set","","07. CPRS Menu, Order, or Order Set - New","6/21/2023","7/28/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5747"", ""5747"")","Consult Service Access for Yang","","16. **CAC USE ONLY, TESTING PURPOSES***","6/21/2023","6/21/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5746"", ""5746"")","EBP Consult Edit","","05. Consult Service - Template","6/21/2023","6/21/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5744"", ""5744"")","Edit consult for the Homeless Veteran Dental Program","","05. Consult Service - Template","6/21/2023","6/30/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5743"", ""5743"")","CPRS lost access - GEC","","12. Other Request or Inquiry","6/21/2023","6/21/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5742"", ""5742"")","assign to Sathya (consult access hepatology)","","16. **CAC USE ONLY, TESTING PURPOSES***","6/21/2023","6/21/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5741"", ""5741"")","access for sonia menez","","16. **CAC USE ONLY, TESTING PURPOSES***","6/20/2023","6/21/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5740"", ""5740"")","acces to MH IC PCMHI","","16. **CAC USE ONLY, TESTING PURPOSES***","6/20/2023","6/21/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5739"", ""5739"")","Consult access BHIP","","16. **CAC USE ONLY, TESTING PURPOSES***","6/20/2023","6/21/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5738"", ""5738"")","Site CPRS Support Questionnaire","","15. **FOR CAC USE ONLY**","6/20/2023","6/28/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5737"", ""5737"")","SMART mammography alert","","12. Other Request or Inquiry","6/20/2023","6/20/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5736"", ""5736"")","New Standardized Community Care Consult Templates for Mammography","","15. **FOR CAC USE ONLY**","6/20/2023","6/21/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5734"", ""5734"")","Add provider alerts","","16. **CAC USE ONLY, TESTING PURPOSES***","6/20/2023","6/20/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5733"", ""5733"")","Question regarding Category II Flags","","12. Other Request or Inquiry","6/20/2023","6/20/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5732"", ""5732"")","Add New Procedure to CT Menu","","07. CPRS Menu, Order, or Order Set - New","6/20/2023","6/20/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5730"", ""5730"")","IFC CARDIOLOGY LAAO PROCEDURE Template Update","","05. Consult Service - Template","6/20/2023","6/20/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5729"", ""5729"")","Consult access Shane Fandinola, PT","","16. **CAC USE ONLY, TESTING PURPOSES***","6/20/2023","6/28/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5728"", ""5728"")","Request for Hospital in Home Social Work Assessment template updates","","09. Note - Template Request","6/20/2023","6/21/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5727"", ""5727"")","Update consult service UBER HEALTH TRANSPORTATION (SAC)","","05. Consult Service - Template","6/20/2023","6/20/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5725"", ""5725"")","Update Consult service UBER HEALTH TRANSPORTATION","","05. Consult Service - Template","6/20/2023","6/20/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5724"", ""5724"")","Jennifer Krack needs access to the Plastic consults","","16. **CAC USE ONLY, TESTING PURPOSES***","6/20/2023","6/20/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5722"", ""5722"")","Heparin Order Set Change","","06. CPRS Menu, Order, or Order Set - Change","6/20/2023","8/30/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5721"", ""5721"")","STI Menu Update","","06. CPRS Menu, Order, or Order Set - Change","6/20/2023","6/20/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5720"", ""5720"")","CPRS - unable to submit consults","","14. ***CPRS 32B Issue Reporting***","6/20/2023","6/20/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5719"", ""5719"")","Consult Service Access/Alerts_Katherine Pippenger","","16. **CAC USE ONLY, TESTING PURPOSES***","6/20/2023","6/20/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5718"", ""5718"")","Consult Service Access/Alerts_Katherine Pippenger","","16. **CAC USE ONLY, TESTING PURPOSES***","6/20/2023","6/20/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5717"", ""5717"")","CTB DST Problem for Chico Veterans","","12. Other Request or Inquiry","6/20/2023","6/26/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5716"", ""5716"")","Remove Env consult access and alerts","","16. **CAC USE ONLY, TESTING PURPOSES***","6/20/2023","6/20/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5715"", ""5715"")","access for GENERAL SURGERY OUTPT (STN)","","16. **CAC USE ONLY, TESTING PURPOSES***","6/16/2023","6/20/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5714"", ""5714"")","06.20.23 ACCESS REQUEST--Racheal Paul-RDG-GMH MED","","16. **CAC USE ONLY, TESTING PURPOSES***","6/16/2023","6/20/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5713"", ""5713"")","New dental note title - implant consult","","08. Note - New Title","6/16/2023","6/20/2023","Completed",
"=HYPERLINK(""https://leaf.va.gov/VISN21/vanchcs/mac_clinical_informatics/?a=printview&recordID=5712"", ""5712"")","Adding new dental note title - implant","","08. Note - New Title","6/16/2023","6/20/2023","Completed",
